trade_date,open,high,low,close,pct_chg,vol,amount,adj_factor,open_qfq,close_qfq,high_qfq,low_qfq,open_hfq,close_hfq,high_hfq,low_hfq
20260414,421.50,432.49,414.40,430.79,0.86,442208,18663656,1.919400,414.99,424.14,425.81,408.00,423.02,432.34,434.05,415.90
20260415,438.88,439.46,427.07,431.00,0.05,373536,16122379,1.919400,432.10,424.35,432.67,420.48,440.46,432.55,441.05,428.61
20260416,441.00,460.00,433.02,453.98,5.33,635062,28517416,1.919400,434.19,446.97,452.90,426.33,442.59,455.62,461.66,434.58
20260417,455.96,457.64,441.01,444.20,-2.15,365358,16290232,1.919400,448.92,437.34,450.57,434.20,457.61,445.80,459.29,442.60
20260420,433.00,437.90,426.01,432.50,-2.63,529278,22768029,1.919400,426.31,425.82,431.14,419.43,434.56,434.06,439.48,427.55
20260421,435.00,450.13,425.10,447.60,3.49,577746,25412276,1.919400,428.28,440.69,443.18,418.54,436.57,449.21,451.75,426.63
20260422,441.01,447.97,433.13,436.35,-0.98,460254,20173925,1.949500,441.01,436.35,447.97,433.13,449.54,444.79,456.64,441.51
20260423,443.50,443.60,435.00,438.90,0.58,354310,15566837,1.949500,443.50,438.90,443.60,435.00,452.08,447.39,452.18,443.42
20260424,442.00,448.45,438.00,444.90,1.37,395425,17517374,1.949500,442.00,444.90,448.45,438.00,450.55,453.51,457.13,446.47
20260427,444.63,448.76,433.80,434.88,-2.25,330613,14514326,1.949500,444.63,434.88,448.76,433.80,453.23,443.29,457.44,442.19
20260428,426.19,433.30,423.00,427.67,-1.66,350121,14992134,1.949500,426.19,427.67,433.30,423.00,434.44,435.94,441.68,431.18
20260429,432.00,445.15,428.00,445.00,4.05,376336,16473164,1.949500,432.00,445.00,445.15,428.00,440.36,453.61,453.76,436.28
20260430,446.50,449.50,436.00,436.00,-2.02,298121,13127298,1.949500,446.50,436.00,449.50,436.00,455.14,444.44,458.20,444.44
20260506,457.50,465.88,448.63,460.00,5.50,473727,21679901,1.949500,457.50,460.00,465.88,448.63,466.35,468.90,474.89,457.31
20260507,468.75,468.75,447.00,451.64,-1.82,386213,17551197,1.949500,468.75,451.64,468.75,447.00,477.82,460.38,477.82,455.65
20260508,449.00,455.50,436.20,437.00,-3.24,366049,16224287,1.949500,449.00,437.00,455.50,436.20,457.69,445.45,464.31,444.64
20260511,440.00,450.51,435.10,446.11,2.08,341901,15198345,1.949500,440.00,446.11,450.51,435.10,448.51,454.74,459.23,443.52
20260512,446.59,446.85,429.29,431.25,-3.33,341515,14869224,1.949500,446.59,431.25,446.85,429.29,455.23,439.59,455.49,437.60
20260513,431.01,436.58,427.08,434.05,0.65,316858,13668348,1.949500,431.01,434.05,436.58,427.08,439.35,442.45,445.03,435.34
20260514,449.38,450.45,427.00,427.00,-1.62,347046,15157646,1.949500,449.38,427.00,450.45,427.00,458.07,435.26,459.16,435.26
20260515,428.08,431.50,421.00,423.60,-0.80,297049,12638151,1.949500,428.08,423.60,431.50,421.00,436.36,431.80,439.85,429.14
20260518,420.58,422.90,414.00,417.23,-1.50,284983,11894351,1.949500,420.58,417.23,422.90,414.00,428.72,425.30,431.08,422.01
20260519,415.86,419.90,406.80,417.92,0.17,260877,10805349,1.949500,415.86,417.92,419.90,406.80,423.91,426.01,428.02,414.67
20260520,417.00,422.99,412.66,414.75,-0.76,281190,11734884,1.949500,417.00,414.75,422.99,412.66,425.07,422.77,431.17,420.64
20260521,419.87,427.62,411.42,411.63,-0.75,338672,14239107,1.949500,419.87,411.63,427.62,411.42,427.99,419.59,435.89,419.38
20260522,414.70,416.50,410.00,411.16,-0.11,277884,11472586,1.949500,414.70,411.16,416.50,410.00,422.72,419.11,424.56,417.93
20260525,411.28,414.50,400.00,402.88,-2.01,381977,15479409,1.949500,411.28,402.88,414.50,400.00,419.24,410.67,422.52,407.74
20260526,406.19,408.77,400.36,402.50,-0.09,350627,14152427,1.949500,406.19,402.50,408.77,400.36,414.05,410.29,416.68,408.11
20260527,413.92,428.90,411.29,414.80,3.06,533729,22373359,1.949500,413.92,414.80,428.90,411.29,421.93,422.82,437.20,419.25
20260528,420.00,420.58,406.20,415.68,0.21,327771,13502296,1.949500,420.00,415.68,420.58,406.20,428.13,423.72,428.72,414.06
20260529,423.00,430.86,416.55,424.00,2.00,498119,21139032,1.949500,423.00,424.00,430.86,416.55,431.18,432.20,439.20,424.61
20260601,432.10,438.24,418.18,420.10,-0.92,386005,16554496,1.949500,432.10,420.10,438.24,418.18,440.46,428.23,446.72,426.27
20260602,425.00,437.75,423.00,433.89,3.28,387982,16719046,1.949500,425.00,433.89,437.75,423.00,433.22,442.28,446.22,431.18
20260603,437.00,437.00,420.10,426.42,-1.72,385526,16460791,1.949500,437.00,426.42,437.00,420.10,445.45,434.67,445.45,428.23
20260604,426.42,426.90,407.18,408.20,-4.27,431155,17788218,1.949500,426.42,408.20,426.90,407.18,434.67,416.10,435.16,415.06
20260605,407.89,412.65,402.70,403.00,-1.27,287389,11711424,1.949500,407.89,403.00,412.65,402.70,415.78,410.80,420.63,410.49
20260608,395.80,402.68,390.70,393.02,-2.48,286526,11335281,1.949500,395.80,393.02,402.68,390.70,403.46,400.62,410.47,398.26
20260609,399.99,401.87,388.00,399.50,1.65,277351,10926470,1.949500,399.99,399.50,401.87,388.00,407.73,407.23,409.64,395.51
20260610,395.28,399.00,385.12,388.50,-2.75,244357,9535581,1.949500,395.28,388.50,399.00,385.12,402.93,396.02,406.72,392.57
20260611,386.98,391.34,380.03,382.20,-1.62,268654,10301876,1.949500,386.98,382.20,391.34,380.03,394.47,389.59,398.91,387.38
20260612,389.99,399.54,383.30,394.85,3.31,414208,16279000,1.949500,389.99,394.85,399.54,383.30,397.53,402.49,407.27,390.72
20260615,402.00,407.90,393.41,398.10,0.82,340749,13613556,1.949500,402.00,398.10,407.90,393.41,409.78,405.80,415.79,401.02
20260616,408.88,409.02,398.50,403.53,1.36,348393,14107809,1.949500,408.88,403.53,409.02,398.50,416.79,411.34,416.93,406.21
20260617,400.00,403.30,395.58,399.00,-1.12,250093,9965558,1.949500,400.00,399.00,403.30,395.58,407.74,406.72,411.10,403.23
20260618,400.39,409.89,389.92,391.55,-1.87,385481,15327444,1.949500,400.39,391.55,409.89,389.92,408.14,399.13,417.82,397.46
20260622,393.00,413.33,386.00,408.98,4.45,594648,23926026,1.949500,393.00,408.98,413.33,386.00,400.60,416.89,421.33,393.47
20260623,411.00,414.04,390.73,392.51,-4.03,373741,14957779,1.949500,411.00,392.51,414.04,390.73,418.95,400.10,422.05,398.29
20260624,392.00,399.27,386.66,395.36,0.73,344271,13521408,1.949500,392.00,395.36,399.27,386.66,399.58,403.01,406.99,394.14
20260625,399.88,402.55,392.58,401.90,1.65,324046,12900279,1.949500,399.88,401.90,402.55,392.58,407.62,409.68,410.34,400.18
20260626,401.00,409.81,381.00,381.00,-5.20,465253,18133875,1.949500,401.00,381.00,409.81,381.00,408.76,388.37,417.74,388.37
20260629,386.96,396.00,378.20,392.36,2.98,425259,16529882,1.949500,386.96,392.36,396.00,378.20,394.45,399.95,403.66,385.52
20260630,392.49,402.36,390.00,393.01,0.17,270383,10665434,1.949500,392.49,393.01,402.36,390.00,400.08,400.61,410.14,397.55
20260701,390.00,391.00,370.00,383.84,-2.33,440886,16758898,1.949500,390.00,383.84,391.00,370.00,397.55,391.27,398.56,377.16
20260702,387.68,390.99,380.39,382.35,-0.39,340754,13139767,1.949500,387.68,382.35,390.99,380.39,395.18,389.75,398.55,387.75
20260703,381.96,387.95,379.00,380.00,-0.61,258849,9910833,1.949500,381.96,380.00,387.95,379.00,389.35,387.35,395.46,386.33
